gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action,Revenue_At_Risk
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,764.95,84.99444444444445,1,1,0.8697226716478016,679.2,63.26,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,73.83945482289836
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),38.5,2763.0,37.84931506849315,0,0,0.017962202282949,2772.0,10.98,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.6915447878935366
Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,89.70555555555556,0,1,0.8901181028941966,1573.35,67.83,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,82.38043042285788
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4,48.46666666666667,1,1,0.7728231900238598,147.1,54.61,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,56.841145626254885
Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,156.25,17.36111111111111,1,0,0.3249252533347558,161.2,23.31,Low,Customer currently has low churn risk.,Regular Promotional Email,6.547243854695329
Female,0,Yes,No,48,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,34.7,1604.5,32.744897959183675,1,0,0.1292952881972041,1665.6,14.89,Low,Customer currently has low churn risk.,Regular Promotional Email,4.486546500442983
Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.5,270.15,24.55909090909091,0,0,0.4603773307795127,245.0,33.09,Low,Customer currently has low churn risk.,Regular Promotional Email,11.27924460409806
Male,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.7,1397.475,1397.475,0,0,3.7234702166196256e-16,0.0,0.0,Low,Customer currently has low churn risk.,Regular Promotional Email,7.335236326740663e-15
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,20.6,10.3,0,0,0.4191370874734823,20.6,29.41,Low,Customer currently has low churn risk.,Regular Promotional Email,8.634224001953735
Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),58.0,1734.5,57.81666666666667,0,0,0.0890445909205135,1682.0,12.13,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,5.164586273389784
Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.45,7047.5,106.78030303030305,0,0,0.4327813605909959,6984.25,54.8,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,46.50235719550251
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,63.68333333333333,0,0,0.4436533158874822,524.0,32.89,Low,Customer currently has low churn risk.,Regular Promotional Email,29.059292190630085
Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.45,1538.6,24.816129032258065,0,0,0.0270079515563379,1552.45,7.34,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.6873523671087995
Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),100.15,4459.8,96.95217391304348,0,1,0.5697749174162402,4506.75,55.7,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,57.06295797923646
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459.0,102.17808219178082,0,0,0.3281691020958917,7520.400000000001,49.36,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,34.27726271391589
Male,0,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.15,306.05,23.54230769230769,0,0,0.3731548389313738,253.8,27.01,Low,Customer currently has low churn risk.,Regular Promotional Email,7.892224843398555
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.2,639.7,79.9625,0,1,0.8921623384150489,673.4,64.81,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,85.8260169555277
Male,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.4,348.15,34.815,0,1,0.5933715777471036,399.6,42.94,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,26.345698051971397
Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,103.0431818181818,1,1,0.584119412795031,4624.65,57.12,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,62.82204284610558
Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.35,5563.65,94.29915254237288,0,0,0.1097347834566686,5472.299999999999,26.88,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,10.35347681913668
Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,93.38529411764704,1,1,0.8866763954314648,1580.0,67.61,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,87.55929404885715
Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,40.25,13.416666666666666,0,0,0.3257037717999976,40.6,22.94,Low,Customer currently has low churn risk.,Regular Promotional Email,6.611786567539951
Female,0,Yes,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,842.9,93.65555555555557,1,1,0.7842004647467543,809.2,57.73,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,79.3218770091342
Female,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),105.75,4228.55,103.13536585365854,0,0,0.3877116566419193,4230.0,41.98,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,41.000507689882966
Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,78.44500000000001,0,1,0.7665171645079706,730.35,56.22,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,62.20286789982182
Male,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.55,3729.75,88.80357142857143,0,0,0.3926985914364829,3671.55,40.37,Medium,Customer is not using Online Security.,Free Online Security Trial,35.16615886313704
Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.75,1406.9,52.10740740740741,0,0,0.3675305520816735,1423.5,30.72,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,20.122297726471626
Female,0,Yes,No,33,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),53.75,1857.3,54.62647058823529,0,0,0.1461503427956844,1773.75,16.45,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,7.855580925268036
Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),105.75,7322.5,106.1231884057971,0,0,0.1502616802334972,7191.0,35.75,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,15.89017268469233
Female,1,Yes,No,65,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.85,6725.5,101.90151515151516,0,0,0.1595745368600865,6880.25,35.31,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,16.890964726640153
Male,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,64.2,3627.3,64.77321428571429,0,0,0.1739703153613069,3531.0,24.57,Low,Customer currently has low churn risk.,Regular Promotional Email,11.168894246195903
Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.7,1761.45,83.87857142857143,1,1,0.8288261485192728,1774.0,64.24,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,73.5168793736595
Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),87.7,1725.95,86.2975,0,0,0.4760379141035393,1666.3,39.17,Low,Customer uses Fiber internet but currently has low churn priority.,Free Streaming Service Trial,41.7485250668804
Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.3,4192.15,91.1336956521739,0,1,0.6552780660236962,4018.5,59.97,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,58.51633129591607
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.15,1411.2,19.87605633802817,0,0,0.0164055424353397,1410.5,6.1,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.3305716800720949
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.75,164.5,54.833333333333336,1,1,0.904507302992261,159.5,63.88,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,72.13445741363282
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,94.55,2724.6,97.30714285714284,1,1,0.7899314943466972,2552.85,64.25,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,74.68802279048022
Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.05,264.55,20.35,0,0,0.1577335699663664,240.6,11.89,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus,3.162558077825646
Male,0,No,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),67.2,4671.7,63.9958904109589,0,0,0.0269104582772043,4838.400000000001,18.86,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,1.808382796228129
Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.55,1173.55,90.27307692307691,0,1,0.8535066005165032,1134.6,63.73,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,80.69904907883537
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.05,318.5,53.083333333333336,1,1,0.8070885971052162,345.25,57.71,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,55.729467630115174
Male,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,7713.55,107.13263888888888,0,1,0.5942731925612557,7632.5,68.38,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade,63.88436820033498
Male,1,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,68.64583333333333,0,0,0.3608075336909447,2555.0,34.22,Low,Customer currently has low churn risk.,Regular Promotional Email,26.338949959438963
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.75,7842.3,110.4549295774648,0,0,0.0775169196676028,8032.5,33.61,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,8.89506653185742
Female,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,2227.8,69.61875,0,1,0.7592349191173318,2357.55,61.42,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,57.73981559887308
Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.25,4990.25,94.15566037735849,1,0,0.1718385894338502,5005.0,29.59,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,16.53946423300808
Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.1,3744.05,98.52763157894738,1,1,0.8219294969467186,3740.7,70.66,High,Customer has high monthly charges.,25% Discount,83.09707214131325
Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.7,7220.35,103.14785714285716,1,0,0.3488362683346003,7224.3,49.77,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,36.523157294632654
Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,77.9,2351.45,75.8532258064516,0,1,0.5824664275859784,2337.0,48.97,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract,45.37413470894772
Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,2989.6,87.92941176470588,0,1,0.7346612891129507,2991.4500000000003,61.92,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount,66.59704585808899
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.45,6077.75,110.50454545454544,0,0,0.3060001835889964,5964.3,42.35,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,33.79772027740465
Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),68.7,4070.95,67.84916666666666,0,0,0.0922441754388108,4053.3,20.68,Low,Customer currently has low churn risk.,Regular Promotional Email,6.337174852646303
Male,1,No,No,55,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,44.85,2479.05,44.26875,0,0,0.3556429094303682,2466.75,33.55,Low,Customer currently has low churn risk.,Regular Promotional Email,15.950584487952014
Male,1,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),29.8,2134.3,30.49,0,0,0.1233535465689065,2056.2000000000003,15.85,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,3.6759356877534137
Female,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.9,6000.1,89.55373134328359,0,0,0.3290965798370974,5867.400000000001,43.62,Medium,Customer is not using Online Security.,Free Online Security Trial,29.25668594751796
Male,0,Yes,Yes,37,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,58.75,2203.1,57.97631578947368,0,0,0.0821951929976754,2173.75,13.38,Low,Customer currently has low churn risk.,Regular Promotional Email,4.82896758861343
Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.85,183.15,18.315,0,0,0.1852502726002952,178.65,13.59,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,3.67721791111586
Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.9,6194.1,88.48714285714286,0,0,0.0319058921310576,5996.1,23.27,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards,2.772622026188906
Male,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.65,638.95,58.08636363636364,0,1,0.5470357467766888,596.5,40.39,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,32.630682295229484
Male,0,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,52.17560975609756,1,0,0.1843423863922515,2210.0,20.66,Low,Customer currently has low churn risk.,Regular Promotional Email,10.184916848171897
Male,0,No,Yes,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4,831.75,59.410714285714285,0,1,0.5087333892601035,863.2,38.64,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward,33.77989704687087
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,521.3,74.47142857142856,1,1,0.8817574092411011,540.5999999999999,63.62,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation,79.44634257262321
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,1337.5,19.107142857142858,0,0,0.011560580594478,1390.35,5.69,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon,0.23294569897873169
Female,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),108.1,7181.95,107.19328358208956,0,0,0.3559776486186541,7134.599999999999,49.95,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill,38.48118381567651
Male,0,No,No,11,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.75,608.0,50.66666666666666,1,1,0.5832794608209135,591.25,42.9,Medium,Customer is relatively new.,Welcome Offer + Personalized Email,31.351271019124102
