gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,AverageMonthlySpend,Churn,predicted_churn,Churn_Probability,CLV,Priority_Score,Priority_Level,Recommendation_Reason,Retention_Action
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,21.644736842105264,0,0,0.13360105840582198,353.7,10.59,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.0,105.5,15.071428571428571,0,0,0.16074955068578364,114.0,11.65,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,97.66470588235292,0,1,0.8162820550289736,3300.0,68.72,High,Customer has high monthly charges.,25% Discount
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.25,327.45,19.261764705882356,1,0,0.267217524618643,324.0,19.84,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,5669.5,99.46491228070175,0,1,0.6124828859065786,5527.2,62.27,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,19.39375,0,0,0.09406858044815057,455.40000000000003,8.18,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.8,704.3,70.42999999999999,0,1,0.7808441530085559,664.1999999999999,56.99,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,1,Yes,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,1369.8,91.32,1,1,0.8857117470239767,1402.8,66.92,High,Customer has high monthly charges.,25% Discount
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,1107.25,69.203125,1,1,0.7097943465550817,1123.5,53.63,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,95.55,15.925,0,0,0.35654314866637826,100.25,25.31,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.2,6375.2,102.8258064516129,0,1,0.6421647439545343,6478.2,67.68,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.55,8152.3,114.8211267605634,0,0,0.10476678783312048,8158.5,35.96,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7,1566.75,97.921875,0,1,0.8374086584820971,1495.5,63.87,High,Customer is using a month-to-month contract.,Offer One-Year Contract with Discount
Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,130.25,14.47222222222222,0,0,0.07929533578308344,157.6,6.1,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.5,162.15,18.016666666666666,0,0,0.07245701957392477,156.0,5.62,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,No,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,29.15,110.05,22.01,0,1,0.6308057283618899,116.6,44.57,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,55.0,1885.15,53.861428571428576,0,0,0.09721438076618413,1870.0,13.37,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.8,6302.85,91.34565217391304,0,0,0.05649927469992705,6174.4,25.62,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),51.0,2264.5,49.22826086956522,0,0,0.11149930396325594,2295.0,15.86,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.1,816.8,81.67999999999999,0,1,0.8688062844371228,810.9,63.66,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,No,No,22,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,59.05,1253.5,54.5,0,0,0.3679329249559378,1299.1,30.31,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,13.733333333333334,0,0,0.3879155174023284,40.6,27.3,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),72.95,5265.55,74.16267605633803,0,0,0.03616000291601082,5106.5,20.45,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),73.55,693.3,63.02727272727272,0,0,0.21737842049362774,735.5,17.8,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.3,5997.1,82.15205479452055,0,0,0.04356931396274592,6069.599999999999,24.35,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,49,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.0,3824.2,76.484,0,0,0.12030939320213997,3822.0,21.83,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Female,1,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,72.1,3886.05,70.65545454545455,0,0,0.11089050704094587,3893.3999999999996,21.42,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.75,7283.25,101.15625,0,0,0.18990634063307119,7579.25,39.89,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,412.55,17.93695652173913,0,0,0.17861405841530595,423.5,13.99,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1070.25,20.985294117647054,0,0,0.019863608616971506,1027.5,5.0,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,18.589772727272727,0,0,0.05334224092406686,860.0,6.75,Low,Customer currently has low churn risk.,Regular Promotional Email
Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,1171.3,25.463043478260868,0,0,0.046251596103424227,1109.25,7.13,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,1,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.5,6548.65,100.74846153846153,0,1,0.5585209170293035,6624.0,62.34,High,Customer has high lifetime value and should be retained.,Premium Support + Free Service Upgrade
Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.85,625.65,26.06875,0,0,0.05837012139343292,548.5500000000001,6.01,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.8,1911.5,27.70289855072464,0,0,0.020811321873578335,1754.4,7.61,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.85,70.85,35.425,1,1,0.9087692183945649,70.85,63.86,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.8,134.7,44.9,1,1,0.8439132210440315,139.6,59.56,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,26,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),59.45,1507.0,55.81481481481482,0,0,0.18721454606413604,1545.7,18.53,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,Yes,No,55,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3,53.183928571428574,1,0,0.39332870096654526,3000.25,38.06,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.05,299.3,19.953333333333333,0,0,0.4492160161880194,280.7,32.43,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,82.55,5832.65,81.00902777777777,0,0,0.06316074350846339,5861.05,24.99,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Male,0,No,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,81.25,5567.55,85.65461538461538,0,0,0.07685650106732453,5200.0,23.63,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.75,450.8,56.35,1,1,0.6698337088044085,495.25,48.63,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.3,4166.35,71.83362068965518,0,0,0.03730133128320439,4235.099999999999,17.47,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,94.1,1215.6,86.82857142857142,1,1,0.7650325271310418,1223.3,57.84,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,Yes,3,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),29.7,91.7,22.925,1,0,0.4634884785130073,89.1,32.76,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.7,7898.45,108.19794520547946,0,0,0.13397824230772956,7898.400000000001,37.09,Low,Customer is highly valuable and currently has low churn priority.,VIP Loyalty Rewards
Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,95.49756097560976,0,1,0.5455260206492202,3854.0,51.71,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Male,0,Yes,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.6,979.5,65.3,0,1,0.5424549374216888,932.3999999999999,41.24,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.5,90.05,30.016666666666666,0,1,0.6825195792843943,89.0,48.09,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,1,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.9,7432.05,110.92611940298508,1,0,0.26201665039880234,7319.400000000001,44.02,Medium,Customer has relatively high monthly charges.,10% Discount on Monthly Bill
Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,103.24102564102564,1,1,0.757701670203608,3990.0,67.04,High,Customer has high monthly charges.,25% Discount
Male,0,No,Yes,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.3,25.3,12.65,1,1,0.772973604261621,25.3,54.2,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,No,No,22,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),55.15,1193.05,51.87173913043478,1,0,0.1964314509261808,1213.3,18.01,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,10.05,1,1,0.5192778439417463,20.1,36.42,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.1,398.55,66.425,0,1,0.8236519650501085,400.5,59.06,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),69.05,1958.45,65.28166666666667,0,0,0.1287174453922794,2002.4499999999998,16.04,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.9,69.9,34.95,1,1,0.8414250524359562,69.9,59.15,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,63.15,15.7875,0,0,0.3686760603351522,61.199999999999996,26.02,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1301.1,18.070833333333333,0,0,0.011192755927258127,1398.7,5.69,Low,Customer has been with the company for a long time.,Anniversary Reward Coupon
Male,0,No,Yes,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,484.05,48.405,0,1,0.5140406128515678,450.90000000000003,37.56,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,4528.0,102.9090909090909,1,1,0.7700176362622609,4360.2,69.2,High,Customer has high monthly charges.,25% Discount
Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),83.45,3887.85,79.34387755102041,0,0,0.23034763694279103,4005.6000000000004,30.18,Low,Customer uses automatic payment and currently has low churn priority.,Cashback Reward
Male,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),86.65,2208.75,81.80555555555556,0,1,0.5756062394556491,2252.9,48.2,Medium,Customer is using a month-to-month contract.,Recommend Annual Contract
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,238.15,23.815,0,0,0.2859831179863061,181.35,20.66,Low,Customer currently has low churn risk.,Regular Promotional Email
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,80.8,40.4,1,1,0.9405490398531878,80.8,66.12,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,958.15,20.38617021276596,0,0,0.022621847572694514,892.4,4.71,Low,"Customer has a long-term contract, which generally indicates stronger retention.",Early Renewal Bonus
Male,0,No,No,2,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,39.43333333333333,1,1,0.7399193623559289,124.1,52.23,Medium,Customer is relatively new.,Welcome Offer + Personalized Email
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,76.45,38.225,1,1,0.9361489311589795,76.45,65.8,High,Customer is still in the early stage of the relationship.,Welcome Back Offer + Free Installation
